|dates|Crawford_Georgia_UnitedStates.JHU_ConfirmedCases.data|Crawford_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Crawford_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Crawford_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Crawford_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Crawford_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|19.0|0|0.0|0|0.0|0
0|2020-05-18|19.0|0|0.0|0|0.0|0
0|2020-05-19|24.0|0|0.0|0|0.0|0
0|2020-05-20|24.0|0|0.0|0|0.0|0
0|2020-05-21|23.0|0|0.0|0|0.0|0
0|2020-05-22|24.0|0|0.0|0|0.0|0
0|2020-05-23|24.0|0|0.0|0|0.0|0
