|dates|Granville_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Granville_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Granville_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Granville_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Granville_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Granville_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|196.0|0|6.0|0|0.0|0
0|2020-05-18|201.0|0|6.0|0|0.0|0
0|2020-05-19|201.0|0|6.0|0|0.0|0
0|2020-05-20|208.0|0|6.0|0|0.0|0
0|2020-05-21|215.0|0|6.0|0|0.0|0
0|2020-05-22|226.0|0|7.0|0|0.0|0
0|2020-05-23|226.0|0|7.0|0|0.0|0
