|dates|Jackson_Georgia_UnitedStates.JHU_ConfirmedCases.data|Jackson_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|127.0|0|3.0|0|0.0|0
0|2020-05-18|132.0|0|3.0|0|0.0|0
0|2020-05-19|134.0|0|3.0|0|0.0|0
0|2020-05-20|137.0|0|3.0|0|0.0|0
0|2020-05-21|139.0|0|3.0|0|0.0|0
0|2020-05-22|145.0|0|4.0|0|0.0|0
0|2020-05-23|145.0|0|4.0|0|0.0|0
