|dates|Ramsey_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Ramsey_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Ramsey_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Ramsey_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Ramsey_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Ramsey_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|7.0|0|0.0|0|0.0|0
0|2020-05-18|7.0|0|1.0|0|0.0|0
0|2020-05-19|8.0|0|1.0|0|0.0|0
0|2020-05-20|8.0|0|1.0|0|0.0|0
0|2020-05-21|9.0|0|1.0|0|0.0|0
0|2020-05-22|9.0|0|1.0|0|0.0|0
0|2020-05-23|9.0|0|1.0|0|0.0|0
