|dates|RogerMills_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|RogerMills_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|RogerMills_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|RogerMills_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|RogerMills_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|RogerMills_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|4127.0|0|247.0|0|0.0|0
0|2020-05-15|4127.0|0|247.0|0|0.0|0
0|2020-05-16|4127.0|0|247.0|0|0.0|0
