|dates|Smith_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Smith_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Smith_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Smith_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Smith_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Smith_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|112.0|0|7.0|0|0.0|0
0|2020-05-18|115.0|0|7.0|0|0.0|0
0|2020-05-19|120.0|0|9.0|0|0.0|0
0|2020-05-20|121.0|0|10.0|0|0.0|0
0|2020-05-21|124.0|0|10.0|0|0.0|0
0|2020-05-22|127.0|0|10.0|0|0.0|0
0|2020-05-23|127.0|0|10.0|0|0.0|0
