|dates|Clatsop_Oregon_UnitedStates.JHU_ConfirmedCases.data|Clatsop_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Clatsop_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Clatsop_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Clatsop_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Clatsop_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|36.0|0|0.0|0|0.0|0
0|2020-05-15|36.0|0|0.0|0|0.0|0
0|2020-05-16|36.0|0|0.0|0|0.0|0
