|dates|Lampasas_Texas_UnitedStates.JHU_ConfirmedCases.data|Lampasas_Texas_UnitedStates.JHU_ConfirmedCases.missing|Lampasas_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Lampasas_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Lampasas_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Lampasas_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|8.0|0|0.0|0|0.0|0
0|2020-05-25|8.0|0|0.0|0|0.0|0
0|2020-05-26|8.0|0|0.0|0|0.0|0
