|dates|Albany_NewYork_UnitedStates.JHU_ConfirmedCases.data|Albany_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Albany_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Albany_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Albany_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Albany_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1579.0|0|68.0|0|0.0|0
0|2020-05-18|1610.0|0|68.0|0|0.0|0
0|2020-05-19|1655.0|0|69.0|0|0.0|0
0|2020-05-20|1682.0|0|69.0|0|0.0|0
0|2020-05-21|1700.0|0|69.0|0|0.0|0
0|2020-05-22|1756.0|0|69.0|0|0.0|0
0|2020-05-23|1756.0|0|69.0|0|0.0|0
