|dates|JeffersonDavis_Mississippi_UnitedStates.JHU_ConfirmedCases.data|JeffersonDavis_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|JeffersonDavis_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|JeffersonDavis_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|JeffersonDavis_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|JeffersonDavis_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|75.0|0|2.0|0|0.0|0
0|2020-05-28|75.0|0|2.0|0|0.0|0
0|2020-05-29|75.0|0|2.0|0|0.0|0
0|2020-05-30|75.0|0|2.0|0|0.0|0
