|dates|Brooks_Georgia_UnitedStates.JHU_ConfirmedCases.data|Brooks_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Brooks_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Brooks_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Brooks_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Brooks_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|64.0|0|8.0|0|0.0|0
0|2020-05-15|64.0|0|8.0|0|0.0|0
0|2020-05-16|64.0|0|8.0|0|0.0|0
