|dates|Marion_Ohio_UnitedStates.JHU_ConfirmedCases.data|Marion_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Marion_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Marion_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Marion_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Marion_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|2500.0|0|15.0|0|0.0|0
0|2020-05-18|2513.0|0|15.0|0|0.0|0
0|2020-05-19|2524.0|0|15.0|0|0.0|0
0|2020-05-20|2540.0|0|18.0|0|0.0|0
0|2020-05-21|2557.0|0|18.0|0|0.0|0
0|2020-05-22|2581.0|0|18.0|0|0.0|0
0|2020-05-23|2581.0|0|18.0|0|0.0|0
