|dates|Sarasota_Florida_UnitedStates.JHU_ConfirmedCases.data|Sarasota_Florida_UnitedStates.JHU_ConfirmedCases.missing|Sarasota_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Sarasota_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Sarasota_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Sarasota_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|586.0|0|73.0|0|0.0|0
0|2020-05-25|590.0|0|73.0|0|0.0|0
0|2020-05-26|590.0|0|73.0|0|0.0|0
