|dates|Lyon_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Lyon_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Lyon_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Lyon_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Lyon_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Lyon_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|14.0|0|3.0|0|0.0|0
0|2020-05-25|14.0|0|3.0|0|0.0|0
0|2020-05-26|14.0|0|3.0|0|0.0|0
