|dates|Rhea_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Rhea_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Rhea_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Rhea_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Rhea_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Rhea_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|197.0|0|0.0|0|0.0|0
0|2020-05-28|197.0|0|0.0|0|0.0|0
0|2020-05-29|197.0|0|0.0|0|0.0|0
0|2020-05-30|197.0|0|0.0|0|0.0|0
