|dates|Culpeper_Virginia_UnitedStates.JHU_ConfirmedCases.data|Culpeper_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Culpeper_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Culpeper_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Culpeper_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Culpeper_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|645.0|0|5.0|0|0.0|0
0|2020-05-28|645.0|0|5.0|0|0.0|0
0|2020-05-29|645.0|0|5.0|0|0.0|0
0|2020-05-30|645.0|0|5.0|0|0.0|0
