|dates|Rappahannock_Virginia_UnitedStates.JHU_ConfirmedCases.data|Rappahannock_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Rappahannock_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Rappahannock_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Rappahannock_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Rappahannock_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|13.0|0|0.0|0|0.0|0
0|2020-05-28|13.0|0|0.0|0|0.0|0
0|2020-05-29|13.0|0|0.0|0|0.0|0
0|2020-05-30|13.0|0|0.0|0|0.0|0
