|dates|Huntingdon_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Huntingdon_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Huntingdon_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Huntingdon_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Huntingdon_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Huntingdon_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|200.0|0|0.0|0|0.0|0
0|2020-05-15|204.0|0|0.0|0|0.0|0
0|2020-05-16|204.0|0|0.0|0|0.0|0
