|dates|Buchanan_Iowa_UnitedStates.JHU_ConfirmedCases.data|Buchanan_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Buchanan_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Buchanan_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Buchanan_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Buchanan_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|31.0|0|0.0|0|0.0|0
0|2020-05-28|31.0|0|0.0|0|0.0|0
0|2020-05-29|31.0|0|0.0|0|0.0|0
0|2020-05-30|31.0|0|0.0|0|0.0|0
