|dates|Cassia_Idaho_UnitedStates.JHU_ConfirmedCases.data|Cassia_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Cassia_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Cassia_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Cassia_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Cassia_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|49.0|0|1.0|0|0.0|0
0|2020-05-28|49.0|0|1.0|0|0.0|0
0|2020-05-29|49.0|0|1.0|0|0.0|0
0|2020-05-30|49.0|0|1.0|0|0.0|0
