|dates|Patrick_Virginia_UnitedStates.JHU_ConfirmedCases.data|Patrick_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Patrick_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Patrick_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Patrick_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Patrick_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|6.0|0|0.0|0|0.0|0
0|2020-05-18|8.0|0|0.0|0|0.0|0
0|2020-05-19|9.0|0|0.0|0|0.0|0
0|2020-05-20|10.0|0|0.0|0|0.0|0
0|2020-05-21|12.0|0|0.0|0|0.0|0
0|2020-05-22|12.0|0|0.0|0|0.0|0
0|2020-05-23|12.0|0|0.0|0|0.0|0
