|dates|Heard_Georgia_UnitedStates.JHU_ConfirmedCases.data|Heard_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Heard_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Heard_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Heard_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Heard_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|17.0|0|1.0|0|0.0|0
0|2020-05-15|17.0|0|1.0|0|0.0|0
0|2020-05-16|17.0|0|1.0|0|0.0|0
