|dates|Bent_Colorado_UnitedStates.JHU_ConfirmedCases.data|Bent_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Bent_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Bent_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Bent_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Bent_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|2.0|0|0.0|0|0.0|0
0|2020-05-25|2.0|0|0.0|0|0.0|0
0|2020-05-26|2.0|0|0.0|0|0.0|0
