|dates|Pulaski_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Pulaski_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Pulaski_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Pulaski_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Pulaski_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Pulaski_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|49.0|0|2.0|0|0.0|0
0|2020-05-18|50.0|0|2.0|0|0.0|0
0|2020-05-19|50.0|0|2.0|0|0.0|0
0|2020-05-20|50.0|0|2.0|0|0.0|0
0|2020-05-21|51.0|0|2.0|0|0.0|0
0|2020-05-22|53.0|0|2.0|0|0.0|0
0|2020-05-23|53.0|0|2.0|0|0.0|0
