|dates|Blount_Alabama_UnitedStates.JHU_ConfirmedCases.data|Blount_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Blount_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Blount_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Blount_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Blount_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|46.0|0|1.0|0|0.0|0
0|2020-05-18|47.0|0|1.0|0|0.0|0
0|2020-05-19|47.0|0|1.0|0|0.0|0
0|2020-05-20|47.0|0|1.0|0|0.0|0
0|2020-05-21|47.0|0|1.0|0|0.0|0
0|2020-05-22|49.0|0|1.0|0|0.0|0
0|2020-05-23|49.0|0|1.0|0|0.0|0
