|dates|Campbell_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Campbell_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Campbell_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Campbell_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Campbell_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Campbell_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|17.0|0|1.0|0|0.0|0
0|2020-05-18|17.0|0|1.0|0|0.0|0
0|2020-05-19|17.0|0|1.0|0|0.0|0
0|2020-05-20|17.0|0|1.0|0|0.0|0
0|2020-05-21|17.0|0|1.0|0|0.0|0
0|2020-05-22|17.0|0|1.0|0|0.0|0
0|2020-05-23|17.0|0|1.0|0|0.0|0
