|dates|Caswell_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Caswell_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Caswell_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Caswell_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Caswell_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Caswell_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|43.0|0|1.0|0|0.0|0
0|2020-05-18|44.0|0|1.0|0|0.0|0
0|2020-05-19|44.0|0|1.0|0|0.0|0
0|2020-05-20|45.0|0|1.0|0|0.0|0
0|2020-05-21|45.0|0|1.0|0|0.0|0
0|2020-05-22|51.0|0|1.0|0|0.0|0
0|2020-05-23|51.0|0|1.0|0|0.0|0
