|dates|Boone_Iowa_UnitedStates.JHU_ConfirmedCases.data|Boone_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Boone_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Boone_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Boone_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Boone_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|56.0|0|0.0|0|0.0|0
0|2020-05-28|56.0|0|0.0|0|0.0|0
0|2020-05-29|56.0|0|0.0|0|0.0|0
0|2020-05-30|56.0|0|0.0|0|0.0|0
