|dates|Payette_Idaho_UnitedStates.JHU_ConfirmedCases.data|Payette_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Payette_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Payette_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Payette_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Payette_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|20.0|0|2.0|0|0.0|0
0|2020-05-18|22.0|0|2.0|0|0.0|0
0|2020-05-19|22.0|0|2.0|0|0.0|0
0|2020-05-20|22.0|0|2.0|0|0.0|0
0|2020-05-21|22.0|0|2.0|0|0.0|0
0|2020-05-22|23.0|0|2.0|0|0.0|0
0|2020-05-23|23.0|0|2.0|0|0.0|0
