|dates|Pike_Ohio_UnitedStates.JHU_ConfirmedCases.data|Pike_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Pike_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Pike_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Pike_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Pike_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|6.0|0|0.0|0|0.0|0
0|2020-05-28|6.0|0|0.0|0|0.0|0
0|2020-05-29|6.0|0|0.0|0|0.0|0
0|2020-05-30|6.0|0|0.0|0|0.0|0
