|dates|Oglethorpe_Georgia_UnitedStates.JHU_ConfirmedCases.data|Oglethorpe_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Oglethorpe_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Oglethorpe_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Oglethorpe_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Oglethorpe_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|55.0|0|4.0|0|0.0|0
0|2020-05-18|55.0|0|4.0|0|0.0|0
0|2020-05-19|56.0|0|4.0|0|0.0|0
0|2020-05-20|56.0|0|4.0|0|0.0|0
0|2020-05-21|56.0|0|5.0|0|0.0|0
0|2020-05-22|58.0|0|5.0|0|0.0|0
0|2020-05-23|58.0|0|5.0|0|0.0|0
