|dates|Sioux_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Sioux_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Sioux_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Sioux_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Sioux_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Sioux_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|2.0|0|0.0|0|0.0|0
0|2020-05-25|2.0|0|0.0|0|0.0|0
0|2020-05-26|2.0|0|0.0|0|0.0|0
