|dates|Saratoga_NewYork_UnitedStates.JHU_ConfirmedCases.data|Saratoga_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Saratoga_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Saratoga_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Saratoga_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Saratoga_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|465.0|0|11.0|0|0.0|0
0|2020-05-28|465.0|0|11.0|0|0.0|0
0|2020-05-29|465.0|0|11.0|0|0.0|0
0|2020-05-30|465.0|0|11.0|0|0.0|0
