|dates|Perry_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Perry_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Perry_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Perry_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Perry_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Perry_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|18.0|0|0.0|0|0.0|0
0|2020-05-15|19.0|0|0.0|0|0.0|0
0|2020-05-16|19.0|0|0.0|0|0.0|0
