|dates|Chesterfield_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Chesterfield_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Chesterfield_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Chesterfield_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Chesterfield_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Chesterfield_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|96.0|0|1.0|0|0.0|0
0|2020-05-18|98.0|0|1.0|0|0.0|0
0|2020-05-19|101.0|0|1.0|0|0.0|0
0|2020-05-20|105.0|0|1.0|0|0.0|0
0|2020-05-21|108.0|0|1.0|0|0.0|0
0|2020-05-22|118.0|0|1.0|0|0.0|0
0|2020-05-23|118.0|0|1.0|0|0.0|0
