|dates|McCormick_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|McCormick_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|McCormick_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|McCormick_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|McCormick_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|McCormick_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|7.0|0|1.0|0|0.0|0
0|2020-05-15|7.0|0|1.0|0|0.0|0
0|2020-05-16|7.0|0|1.0|0|0.0|0
