|dates|Flagler_Florida_UnitedStates.JHU_ConfirmedCases.data|Flagler_Florida_UnitedStates.JHU_ConfirmedCases.missing|Flagler_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Flagler_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Flagler_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Flagler_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|148.0|0|4.0|0|0.0|0
0|2020-05-15|153.0|0|4.0|0|0.0|0
0|2020-05-16|153.0|0|4.0|0|0.0|0
