|dates|Chester_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Chester_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Chester_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Chester_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Chester_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Chester_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|12.0|0|0.0|0|0.0|0
0|2020-05-25|12.0|0|0.0|0|0.0|0
0|2020-05-26|12.0|0|0.0|0|0.0|0
