|dates|Stephens_Texas_UnitedStates.JHU_ConfirmedCases.data|Stephens_Texas_UnitedStates.JHU_ConfirmedCases.missing|Stephens_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Stephens_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Stephens_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Stephens_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|2.0|0|0.0|0|0.0|0
0|2020-05-15|2.0|0|0.0|0|0.0|0
0|2020-05-16|2.0|0|0.0|0|0.0|0
