|dates|Christian_Illinois_UnitedStates.JHU_ConfirmedCases.data|Christian_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Christian_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Christian_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Christian_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Christian_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|33.0|0|4.0|0|0.0|0
0|2020-05-28|33.0|0|4.0|0|0.0|0
0|2020-05-29|33.0|0|4.0|0|0.0|0
0|2020-05-30|33.0|0|4.0|0|0.0|0
