|dates|Bullitt_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Bullitt_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Bullitt_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Bullitt_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Bullitt_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Bullitt_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|93.0|0|4.0|0|0.0|0
0|2020-05-18|98.0|0|4.0|0|0.0|0
0|2020-05-19|99.0|0|4.0|0|0.0|0
0|2020-05-20|101.0|0|4.0|0|0.0|0
0|2020-05-21|101.0|0|4.0|0|0.0|0
0|2020-05-22|101.0|0|4.0|0|0.0|0
0|2020-05-23|101.0|0|4.0|0|0.0|0
