|dates|Johnson_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Johnson_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Johnson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Johnson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Johnson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Johnson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|15.0|0|0.0|0|0.0|0
0|2020-05-25|15.0|0|0.0|0|0.0|0
0|2020-05-26|15.0|0|0.0|0|0.0|0
