|dates|Christian_Illinois_UnitedStates.JHU_ConfirmedCases.data|Christian_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Christian_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Christian_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Christian_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Christian_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|31.0|0|4.0|0|0.0|0
0|2020-05-18|32.0|0|4.0|0|0.0|0
0|2020-05-19|32.0|0|4.0|0|0.0|0
0|2020-05-20|32.0|0|4.0|0|0.0|0
0|2020-05-21|32.0|0|4.0|0|0.0|0
0|2020-05-22|32.0|0|4.0|0|0.0|0
0|2020-05-23|32.0|0|4.0|0|0.0|0
