|dates|Franklin_Maine_UnitedStates.JHU_ConfirmedCases.data|Franklin_Maine_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Maine_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Maine_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Maine_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Maine_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|31.0|0|1.0|0|0.0|0
0|2020-05-15|33.0|0|1.0|0|0.0|0
0|2020-05-16|33.0|0|1.0|0|0.0|0
