|dates|Lawrence_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Lawrence_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Lawrence_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Lawrence_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Lawrence_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Lawrence_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|71.0|0|7.0|0|0.0|0
0|2020-05-15|72.0|0|7.0|0|0.0|0
0|2020-05-16|72.0|0|7.0|0|0.0|0
