|dates|Harrison_Texas_UnitedStates.JHU_ConfirmedCases.data|Harrison_Texas_UnitedStates.JHU_ConfirmedCases.missing|Harrison_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Harrison_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Harrison_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Harrison_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|202.0|0|19.0|0|0.0|0
0|2020-05-18|202.0|0|19.0|0|0.0|0
0|2020-05-19|205.0|0|21.0|0|0.0|0
0|2020-05-20|206.0|0|22.0|0|0.0|0
0|2020-05-21|217.0|0|22.0|0|0.0|0
0|2020-05-22|217.0|0|22.0|0|0.0|0
0|2020-05-23|217.0|0|22.0|0|0.0|0
