|dates|Burlington_NewJersey_UnitedStates.JHU_ConfirmedCases.data|Burlington_NewJersey_UnitedStates.JHU_ConfirmedCases.missing|Burlington_NewJersey_UnitedStates.JHU_ConfirmedDeaths.data|Burlington_NewJersey_UnitedStates.JHU_ConfirmedDeaths.missing|Burlington_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.data|Burlington_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|3782.0|0|228.0|0|0.0|0
0|2020-05-15|3849.0|0|238.0|0|0.0|0
0|2020-05-16|3849.0|0|238.0|0|0.0|0
