|dates|WestFeliciana_Louisiana_UnitedStates.JHU_ConfirmedCases.data|WestFeliciana_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|WestFeliciana_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|WestFeliciana_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|WestFeliciana_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|WestFeliciana_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|181.0|0|7.0|0|0.0|0
0|2020-05-15|184.0|0|8.0|0|0.0|0
0|2020-05-16|184.0|0|8.0|0|0.0|0
