|dates|Lycoming_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Lycoming_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Lycoming_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Lycoming_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Lycoming_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Lycoming_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|158.0|0|14.0|0|0.0|0
0|2020-05-25|160.0|0|14.0|0|0.0|0
0|2020-05-26|160.0|0|14.0|0|0.0|0
