|dates|Seneca_Ohio_UnitedStates.JHU_ConfirmedCases.data|Seneca_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Seneca_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Seneca_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Seneca_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Seneca_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|15.0|0|1.0|0|0.0|0
0|2020-05-15|15.0|0|2.0|0|0.0|0
0|2020-05-16|15.0|0|2.0|0|0.0|0
