|dates|Klickitat_Washington_UnitedStates.JHU_ConfirmedCases.data|Klickitat_Washington_UnitedStates.JHU_ConfirmedCases.missing|Klickitat_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Klickitat_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Klickitat_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Klickitat_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|22.0|0|3.0|0|0.0|0
0|2020-05-15|22.0|0|3.0|0|0.0|0
0|2020-05-16|22.0|0|3.0|0|0.0|0
