|dates|Floyd_Georgia_UnitedStates.JHU_ConfirmedCases.data|Floyd_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Floyd_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Floyd_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Floyd_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Floyd_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|227.0|0|14.0|0|0.0|0
0|2020-05-25|228.0|0|14.0|0|0.0|0
0|2020-05-26|228.0|0|14.0|0|0.0|0
