|dates|Wilson_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Wilson_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Wilson_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Wilson_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Wilson_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Wilson_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|238.0|0|9.0|0|0.0|0
0|2020-05-18|249.0|0|9.0|0|0.0|0
0|2020-05-19|249.0|0|9.0|0|0.0|0
0|2020-05-20|256.0|0|9.0|0|0.0|0
0|2020-05-21|261.0|0|9.0|0|0.0|0
0|2020-05-22|275.0|0|9.0|0|0.0|0
0|2020-05-23|275.0|0|9.0|0|0.0|0
