|dates|Calvert_Maryland_UnitedStates.JHU_ConfirmedCases.data|Calvert_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Calvert_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Calvert_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Calvert_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Calvert_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|241.0|0|13.0|0|0.0|0
0|2020-05-18|245.0|0|13.0|0|0.0|0
0|2020-05-19|255.0|0|13.0|0|0.0|0
0|2020-05-20|259.0|0|14.0|0|0.0|0
0|2020-05-21|278.0|0|15.0|0|0.0|0
0|2020-05-22|291.0|0|15.0|0|0.0|0
0|2020-05-23|291.0|0|15.0|0|0.0|0
