|dates|Glades_Florida_UnitedStates.JHU_ConfirmedCases.data|Glades_Florida_UnitedStates.JHU_ConfirmedCases.missing|Glades_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Glades_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Glades_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Glades_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|9.0|0|1.0|0|0.0|0
0|2020-05-18|10.0|0|1.0|0|0.0|0
0|2020-05-19|13.0|0|1.0|0|0.0|0
0|2020-05-20|16.0|0|1.0|0|0.0|0
0|2020-05-21|19.0|0|1.0|0|0.0|0
0|2020-05-22|19.0|0|1.0|0|0.0|0
0|2020-05-23|19.0|0|1.0|0|0.0|0
