|dates|Oktibbeha_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Oktibbeha_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Oktibbeha_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Oktibbeha_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Oktibbeha_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Oktibbeha_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|134.0|0|10.0|0|0.0|0
0|2020-05-25|139.0|0|10.0|0|0.0|0
0|2020-05-26|139.0|0|10.0|0|0.0|0
