|dates|Rock_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Rock_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Rock_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Rock_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Rock_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Rock_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|545.0|0|16.0|0|0.0|0
0|2020-05-25|569.0|0|16.0|0|0.0|0
0|2020-05-26|569.0|0|16.0|0|0.0|0
