|dates|Wayne_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Wayne_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Wayne_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Wayne_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Wayne_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Wayne_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|63.0|0|0.0|0|0.0|0
0|2020-05-18|63.0|0|0.0|0|0.0|0
0|2020-05-19|63.0|0|0.0|0|0.0|0
0|2020-05-20|63.0|0|0.0|0|0.0|0
0|2020-05-21|63.0|0|0.0|0|0.0|0
0|2020-05-22|63.0|0|0.0|0|0.0|0
0|2020-05-23|63.0|0|0.0|0|0.0|0
