|dates|Washington_Georgia_UnitedStates.JHU_ConfirmedCases.data|Washington_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Washington_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|63.0|0|1.0|0|0.0|0
0|2020-05-15|63.0|0|1.0|0|0.0|0
0|2020-05-16|63.0|0|1.0|0|0.0|0
