|dates|Shelby_Ohio_UnitedStates.JHU_ConfirmedCases.data|Shelby_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Shelby_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Shelby_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Shelby_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Shelby_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|40.0|0|2.0|0|0.0|0
0|2020-05-25|41.0|0|2.0|0|0.0|0
0|2020-05-26|41.0|0|2.0|0|0.0|0
