|dates|Stark_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Stark_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Stark_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Stark_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Stark_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Stark_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|61.0|0|2.0|0|0.0|0
0|2020-05-28|61.0|0|2.0|0|0.0|0
0|2020-05-29|61.0|0|2.0|0|0.0|0
0|2020-05-30|61.0|0|2.0|0|0.0|0
