|dates|Ector_Texas_UnitedStates.JHU_ConfirmedCases.data|Ector_Texas_UnitedStates.JHU_ConfirmedCases.missing|Ector_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Ector_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Ector_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Ector_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|144.0|0|4.0|0|0.0|0
0|2020-05-25|146.0|0|4.0|0|0.0|0
0|2020-05-26|146.0|0|4.0|0|0.0|0
