|dates|Pine_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Pine_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Pine_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Pine_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Pine_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Pine_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|83.0|0|0.0|0|0.0|0
0|2020-05-18|83.0|0|0.0|0|0.0|0
0|2020-05-19|83.0|0|0.0|0|0.0|0
0|2020-05-20|83.0|0|0.0|0|0.0|0
0|2020-05-21|83.0|0|0.0|0|0.0|0
0|2020-05-22|84.0|0|0.0|0|0.0|0
0|2020-05-23|84.0|0|0.0|0|0.0|0
