|dates|Butts_Georgia_UnitedStates.JHU_ConfirmedCases.data|Butts_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Butts_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Butts_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Butts_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Butts_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|196.0|0|17.0|0|0.0|0
0|2020-05-15|196.0|0|17.0|0|0.0|0
0|2020-05-16|196.0|0|17.0|0|0.0|0
